priority,quantity,sales,shipping,price,cost,customer,category,name,container,margin
High,20,6865.19,Delivery Truck,349.45,60,Corporate,Furniture,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Jumbo Drum,
Critical,37,1697.44,Regular Air,45.19,1.99,Corporate,Technology,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Small Pack,0.55
Critical,5,2017.5,Delivery Truck,399.98,12.06,Home Office,Technology,Okidata ML320 Series Turbo Dot Matrix Printers,Jumbo Box,0.56
High,43,540.33,Regular Air,12.44,6.27,Corporate,Office Supplies,Eldon Simplefile¢ç Box Office¢ç,Medium Box,0.57
High,14,367.11,Regular Air,28.53,1.49,Home Office,Office Supplies,Lock-Up Easel 'Spel-Binder',Small Box,0.38
Low,13,136.24,Regular Air,9.71,9.45,Corporate,Office Supplies,Filing/Storage Totes and Swivel Casters,Small Box,0.6
Critical,19,3548.67,Regular Air,177.98,0.99,Corporate,Office Supplies,Kensington 7 Outlet MasterPiece Power Center,Small Box,0.56
Not Specified,33,11336.37,Delivery Truck,355.98,58.92,Home Office,Furniture,Hon 4700 Series Mobuis¢â Mid-Back Task Chairs with Adjustable Arms,Jumbo Drum,0.64
Not Specified,19,354.13,Regular Air,19.98,8.68,Home Office,Office Supplies,Southworth 25% Cotton Premium Laser Paper and Envelopes,Small Box,0.37
Not Specified,40,751.94,Regular Air,19.98,8.68,Home Office,Office Supplies,Southworth 25% Cotton Premium Laser Paper and Envelopes,Small Box,0.37
Medium,49,371.95,Express Air,7.84,4.71,Corporate,Office Supplies,XtraLife¢ç ClearVue¢â Slant-D¢ç Ring Binders by Cardinal,Small Box,0.35
Medium,22,96.07,Regular Air,4.48,2.5,Corporate,Office Supplies,Ampad #10 Peel & Seel¢ç Holiday Envelopes,Small Box,0.37
Medium,49,174.81,Regular Air,3.75,0.5,Corporate,Office Supplies,Avery 510,Small Box,0.37
Medium,20,89.51,Regular Air,3.98,5.26,Corporate,Office Supplies,Ibico Presentation Index for Binding Systems,Small Box,0.38
Critical,8,178.78,Regular Air,20.24,8.99,Home Office,Furniture,"DAX Metal Frame, Desktop, Stepped-Edge",Small Pack,0.46
High,48,175.99,Express Air,3.69,0.5,Home Office,Office Supplies,Avery 487,Small Box,0.38
High,33,221.23,Regular Air,6.68,5.2,Home Office,Office Supplies,Xerox 1977,Small Box,0.37
Critical,39,3460.5625,Regular Air,115.99,5.92,Home Office,Technology,8890,Small Box,0.58
Medium,15,572.4325,Regular Air,45.99,4.99,Corporate,Technology,KF 788,Small Box,0.56
Not Specified,39,1101.28,Regular Air,28.15,6.17,Home Office,Office Supplies,"Boston Model 1800 Electric Pencil Sharpener, Gray",Small Pack,0.55
Medium,41,322.03,Regular Air,8.12,2.83,Corporate,Technology,"Imation Neon Mac Format Diskettes, 10/Pack",Small Pack,0.77
Medium,49,2470.84,Regular Air,51.65,18.45,Corporate,Furniture,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Medium Box,0.65
Medium,2,15.26,Regular Air,6.68,1.5,Corporate,Office Supplies,Sanford Liquid Accent Highlighters,Wrap Bag,0.48
Medium,39,5250.6625,Regular Air,175.99,8.99,Corporate,Technology,2180,Small Box,0.57
High,9,107.92,Regular Air,10.97,6.5,Small Business,Technology,Micro Innovations 104 Keyboard,Small Box,0.64
High,14,2151.08,Delivery Truck,145.45,17.85,Small Business,Technology,Panasonic KX-P1150 Dot Matrix Printer,Jumbo Drum,0.56
High,42,939.77,Express Air,20.97,4,Small Business,Technology,Microsoft Internet Keyboard,Small Box,0.77
Critical,13,49.74,Regular Air,3.75,0.5,Corporate,Office Supplies,Avery 496,Small Box,0.37
High,34,145.48,Express Air,4.26,1.2,Home Office,Office Supplies,"Dixon Prang¢ç Watercolor Pencils, 10-Color Set with Brush",Wrap Bag,0.44
High,23,1638.67,Delivery Truck,68.81,60,Home Office,Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,0.41
High,8,64.1,Regular Air,6.84,8.37,Home Office,Office Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Small Pack,0.58
Low,31,454.58,Regular Air,15.31,8.78,Small Business,Office Supplies,Eldon Jumbo ProFile¢â Portable File Boxes Graphite/Black,Small Box,0.57
Low,8,44.56,Regular Air,5.68,1.39,Corporate,Office Supplies,Staples Standard Envelopes,Small Box,0.38
Low,13,152.14,Regular Air,12.21,4.81,Corporate,Office Supplies,Portable Personal File Box,Small Box,0.58
Low,31,86.1,Regular Air,2.88,0.5,Corporate,Office Supplies,Avery 484,Small Box,0.36
Low,25,298.11,Regular Air,12.44,6.27,Corporate,Office Supplies,Eldon Simplefile¢ç Box Office¢ç,Medium Box,0.57
Low,49,29884.6,Regular Air,599.99,24.49,Corporate,Technology,Canon Image Class D660 Copier,Large Box,0.44
High,2,11.15,Regular Air,3.98,2.97,Small Business,Office Supplies,Unpadded Memo Slips,Wrap Bag,0.35
High,25,2427.25,Regular Air,99.99,19.99,Small Business,Technology,US Robotics 56K V.92 External Faxmodem,Small Box,0.52
Low,4,1035.2,Delivery Truck,270.97,28.06,Home Office,Technology,Epson LQ-570e Dot Matrix Printer,Jumbo Drum,0.56
Low,43,74.17,Regular Air,1.6,1.29,Home Office,Office Supplies,Sanford Pocket Accent¢ç Highlighters,Wrap Bag,0.42
Critical,34,226.41,Regular Air,6.48,8.73,Consumer,Office Supplies,Xerox 227,Small Box,0.37
Critical,15,262.29,Regular Air,17.78,5.03,Consumer,Furniture,"Seth Thomas 13 1/2"" Wall Clock",Small Box,0.54
Critical,2,116.314,Regular Air,65.99,3.9,Consumer,Technology,StarTAC Series,Small Box,0.55
Not Specified,13,1663.83,Delivery Truck,130.98,54.74,Corporate,Furniture,"O'Sullivan Elevations Bookcase, Cherry Finish",Jumbo Box,0.69
Low,14,1386.65,Delivery Truck,100.98,35.84,Home Office,Furniture,"Bush Westfield Collection Bookcases, Fully Assembled",Jumbo Box,0.62
Low,5,318.31,Regular Air,67.84,0.99,Small Business,Office Supplies,Fellowes Command Center 5-outlet power strip,Small Box,0.58
High,39,16028.26,Delivery Truck,417.4,75.23,Consumer,Furniture,Bretford ¡°Just In Time¡± Height-Adjustable Multi-Task Work Tables,Jumbo Box,0.79
High,8,738.2505,Regular Air,115.99,2.5,Consumer,Technology,6160,Small Box,0.57
High,24,550.68,Delivery Truck,23.99,15.68,Home Office,Furniture,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Jumbo Drum,0.62
High,18,120.96,Regular Air,6.48,6.65,Home Office,Office Supplies,Xerox 1966,Small Box,0.36
High,3,15.88,Regular Air,3.74,4.69,Home Office,Office Supplies,Accohide Poly Flexible Ring Binders,Small Box,0.35
High,48,5318.89,Regular Air,111.03,8.64,Home Office,Office Supplies,Fellowes Recycled Storage Drawers,Small Box,0.78
Medium,26,1033.93,Regular Air,37.76,12.9,Corporate,Office Supplies,"Companion Letter/Legal File, Black",Small Box,0.57
High,24,265.35,Regular Air,9.99,11.59,Home Office,Office Supplies,Hammermill Color Copier Paper (28Lb. and 96 Bright),Small Box,0.4
Not Specified,30,4846.74,Regular Air,159.99,5.5,Consumer,Technology,Gyration RF Keyboard,Small Box,0.49
Not Specified,34,2548.3,Regular Air,78.69,19.99,Consumer,Furniture,Howard Miller 12-3/4 Diameter Accuwave DS ¢â Wall Clock,Small Box,0.43
Low,21,8468.63,Delivery Truck,400.97,48.26,Small Business,Technology,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Jumbo Box,0.36
Medium,41,6045.98,Delivery Truck,150.98,66.27,Corporate,Furniture,Bush Mission Pointe Library,Jumbo Box,0.65
Critical,46,5979.84,Express Air,128.24,12.65,Small Business,Furniture,SAFCO Folding Chair Trolley,Medium Box,
Critical,28,175.76,Regular Air,6.3,0.5,Small Business,Office Supplies,Avery 51,Small Box,0.39
Critical,19,2569.6265,Regular Air,155.99,8.99,Corporate,Technology,R280,Small Box,0.55
Critical,7,368.0245,Regular Air,65.99,4.2,Corporate,Technology,5170,Small Box,0.59
Medium,3,56.695,Regular Air,20.99,0.99,Corporate,Technology,Accessory21,Wrap Bag,0.37
Not Specified,32,402.49,Regular Air,11.7,5.63,Small Business,Office Supplies,Fellowes Binding Cases,Small Box,0.4
Not Specified,1,1754.29,Regular Air,1889.99,19.99,Small Business,Office Supplies,Ibico EPK-21 Electric Binding System,Small Box,0.36
Low,24,1350.531,Regular Air,65.99,5.26,Corporate,Technology,8860,Small Box,0.56
Low,3,87.21,Regular Air,27.48,4,Consumer,Technology,Belkin MediaBoard 104- Keyboard,Small Box,0.75
Low,5,50.19,Regular Air,10.06,2.06,Consumer,Office Supplies,Riverleaf Stik-Withit¢ç Designer Note Cubes¢ç,Wrap Bag,0.39
High,20,1388.91,Regular Air,73.98,4,Small Business,Technology,Keytronic French Keyboard,Small Box,0.79
High,34,1806.65,Regular Air,51.98,10.17,Small Business,Technology,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,Medium Box,0.37
Not Specified,25,113.8,Regular Air,4.57,5.42,Small Business,Office Supplies,Newell¢ç 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Small Box,0.37
Not Specified,29,480.13,Regular Air,16.16,7.74,Small Business,Furniture,Contemporary Wood/Metal Frame,Small Box,0.5
High,32,7341.96,Delivery Truck,216.6,64.2,Consumer,Furniture,Hon Multipurpose Stacking Arm Chairs,Jumbo Drum,0.59
Not Specified,49,3291.13,Regular Air,70.97,3.5,Consumer,Office Supplies,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Small Box,0.59
Not Specified,40,736.96,Regular Air,19.98,10.49,Consumer,Furniture,12-1/2 Diameter Round Wall Clock,Small Box,0.49
Medium,18,420.76,Regular Air,22.38,15.1,Home Office,Office Supplies,"Avery Flip-Chart Easel Binder, Black",Small Box,0.38
Medium,30,1676.46,Delivery Truck,60.98,30,Home Office,Furniture,Novimex Fabric Task Chair,Jumbo Drum,0.7
Medium,48,145.66,Regular Air,2.88,0.7,Home Office,Office Supplies,Newell 335,Wrap Bag,0.56
Not Specified,40,7381.19,Regular Air,177.98,0.99,Corporate,Office Supplies,Kensington 7 Outlet MasterPiece Power Center,Small Box,0.56
Not Specified,6,24.2,Regular Air,4.13,1.17,Home Office,Office Supplies,Newell 31,Wrap Bag,0.57
Not Specified,17,524.212,Regular Air,35.99,3.3,Home Office,Technology,Accessory9,Small Pack,0.39
Not Specified,11,466.35,Regular Air,39.98,9.2,Home Office,Furniture,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Wrap Bag,0.65
Critical,19,108.21,Express Air,5.28,5.66,Home Office,Office Supplies,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Small Box,0.4
Medium,48,10462.54,Delivery Truck,218.75,69.64,Home Office,Furniture,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.77
Low,21,480.39,Regular Air,22.23,8.99,Corporate,Furniture,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Small Pack,0.41
High,5,66.92,Regular Air,12.28,6.13,Small Business,Office Supplies,Recycled Eldon Regeneration Jumbo File,Small Box,0.57
Critical,44,11904.55,Delivery Truck,270.97,28.06,Small Business,Technology,Epson LQ-570e Dot Matrix Printer,Jumbo Drum,0.56
High,35,203.35,Regular Air,4.48,49,Consumer,Office Supplies,Hoover Portapower¢â Portable Vacuum,Large Box,0.6
High,18,44.52,Regular Air,2.16,6.05,Consumer,Office Supplies,Peel & Stick Add-On Corner Pockets,Small Box,0.37
High,5,58.9,Regular Air,9.71,9.45,Consumer,Office Supplies,Filing/Storage Totes and Swivel Casters,Small Box,0.6
High,13,602.4205,Regular Air,55.99,1.25,Consumer,Technology,Accessory2,Small Pack,0.55
Not Specified,11,1736.26,Delivery Truck,150.89,60.2,Corporate,Furniture,"Global Leather & Oak Executive Chair, Burgundy",Jumbo Drum,0.77
Not Specified,1,1786.04,Regular Air,1889.99,19.99,Home Office,Office Supplies,Ibico EPK-21 Electric Binding System,Small Box,0.36
High,20,100.4,Regular Air,5.18,2.04,Corporate,Office Supplies,Array¢ç Memo Cubes,Wrap Bag,0.36
High,19,327.15,Regular Air,17.24,3.26,Corporate,Office Supplies,"Fiskars 8"" Scissors, 2/Pack",Small Pack,0.56
High,25,945.36,Regular Air,39.98,9.83,Consumer,Office Supplies,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Small Box,0.4
Not Specified,9,37.22,Regular Air,4.13,1.17,Small Business,Office Supplies,Newell 31,Wrap Bag,0.57
Medium,11,30.51,Regular Air,2.6,2.4,Corporate,Office Supplies,12 Colored Short Pencils,Wrap Bag,0.58
Medium,8,127.8,Regular Air,14.97,7.51,Corporate,Office Supplies,Pizazz¢ç Global Quick File¢â,Small Box,0.57
Low,18,1776.96,Delivery Truck,100.98,35.84,Small Business,Furniture,"Bush Westfield Collection Bookcases, Fully Assembled",Jumbo Box,0.62
Low,49,3642.14,Delivery Truck,70.98,26.74,Small Business,Furniture,"Hon Metal Bookcases, Black",Jumbo Box,0.6
Low,16,2982.5,Regular Air,182.55,69,Small Business,Furniture,"Lesro Round Back Collection Coffee Table, End Table",Large Box,0.72
Low,50,600.22,Regular Air,12.98,3.14,Corporate,Office Supplies,"Acme¢ç 8"" Straight Scissors",Small Pack,0.6
High,28,269.28,Regular Air,10.35,0.99,Small Business,Office Supplies,Avery 503,Small Box,0.37
High,21,125.9,Express Air,5.88,3.04,Consumer,Office Supplies,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Wrap Bag,0.36
Critical,50,762.2,Regular Air,15.01,8.4,Home Office,Office Supplies,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Small Box,0.39
Critical,27,235.45,Regular Air,8.56,5.16,Home Office,Office Supplies,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Wrap Bag,0.38
Critical,24,161.87,Regular Air,6.48,5.11,Home Office,Office Supplies,Xerox 231,Small Box,0.37
Low,32,117.78,Regular Air,4,1.3,Consumer,Office Supplies,EcoTones¢ç Memo Sheets,Wrap Bag,0.37
Low,35,2463.2405,Express Air,85.99,10.78,Consumer,Technology,3395,Small Box,0.58
High,42,267.06,Regular Air,6.24,5.22,Corporate,Furniture,Eldon Expressions Mahogany Wood Desk Collection,Small Box,0.6
High,11,449.79,Regular Air,40.99,17.48,Corporate,Office Supplies,Xerox 1893,Small Box,0.36
Medium,26,45.38,Regular Air,1.76,0.7,Corporate,Office Supplies,Newell 310,Wrap Bag,0.56
Medium,9,163.3105,Regular Air,20.99,3.3,Corporate,Technology,Accessory39,Small Pack,0.81
Low,21,190.99,Regular Air,9.85,4.82,Consumer,Office Supplies,Lumber Crayons,Wrap Bag,0.47
Critical,43,512.78,Regular Air,12.2,6.02,Small Business,Furniture,Advantus Panel Wall Certificate Holder - 8.5x11,Small Pack,0.43
Medium,10,628.73,Regular Air,55.5,52.2,Small Business,Furniture,Eldon Cleatmat¢ç Chair Mats for Medium Pile Carpets,Medium Box,0.72
Medium,23,385.81,Express Air,15.51,5.8,Small Business,Office Supplies,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Small Box,0.6
Low,9,123.92,Regular Air,14.2,5.3,Consumer,Furniture,Coloredge Poster Frame,Wrap Bag,0.46
Not Specified,46,265.88,Regular Air,5.74,5.01,Corporate,Office Supplies,Binder Posts,Small Box,0.39
Not Specified,1,1500.82,Delivery Truck,1500.97,29.7,Corporate,Technology,Epson DFX5000+ Dot Matrix Printer,Jumbo Drum,0.57
Not Specified,19,3093.864,Regular Air,205.99,5.26,Corporate,Technology,i470,Small Box,0.56
Medium,1,7.15,Regular Air,5.08,2.03,Consumer,Furniture,"Master Caster Door Stop, Brown",Wrap Bag,0.51
Critical,15,2272.56,Delivery Truck,150.98,16.01,Corporate,Furniture,"Iceberg OfficeWorks 42"" Round Tables",Jumbo Box,0.7
Low,42,187.28,Regular Air,4.28,4.79,Corporate,Office Supplies,Xerox 1962,Small Box,0.4
High,10,59.62,Regular Air,5.4,7.78,Corporate,Office Supplies,3M Organizer Strips,Small Box,0.37
Critical,42,153.01,Regular Air,3.52,6.83,Corporate,Office Supplies,Self-Adhesive Ring Binder Labels,Small Box,0.38
High,46,410.03,Regular Air,8.75,8.54,Small Business,Furniture,"Eldon¢ç 400 Class¢â Desk Accessories, Black Carbon",Small Pack,0.43
Critical,8,763.6485,Regular Air,115.99,5.26,Home Office,Technology,636,Small Box,0.57
Not Specified,40,271.34,Regular Air,6.48,7.86,Small Business,Office Supplies,Xerox 213,Small Box,0.37
High,5,477.76,Delivery Truck,90.97,28,Small Business,Technology,Lexmark Z55se Color Inkjet Printer,Jumbo Drum,0.38
High,4,112.18,Regular Air,20.34,35,Small Business,Office Supplies,Tennsco Commercial Shelving,Large Box,0.84
Low,35,192.21,Regular Air,5.47,5.26,Small Business,Furniture,Advantus Panel Wall Acrylic Frame,Small Pack,0.42
Low,45,12457.63,Delivery Truck,284.98,69.55,Corporate,Furniture,Global Commerce¢â Series High-Back Swivel/Tilt Chairs,Jumbo Drum,0.6
Not Specified,17,3801.27,Regular Air,209.37,69,Home Office,Furniture,Hon 2111 Invitation¢â Series Corner Table,Large Box,0.79
High,50,207.54,Regular Air,4.13,1.23,Home Office,Office Supplies,Newell 325,Wrap Bag,0.55
High,4,17.33,Regular Air,3.28,5,Home Office,Office Supplies,Newell 35,Wrap Bag,0.56
High,2,57.73,Regular Air,27.48,4,Small Business,Technology,Belkin MediaBoard 104- Keyboard,Small Box,0.75
Low,18,290.07,Regular Air,16.74,7.04,Small Business,Office Supplies,Rogers¢ç Profile Extra Capacity Storage Tub,Small Box,0.81
Low,13,1619.51,Delivery Truck,122.99,70.2,Small Business,Furniture,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.74
Low,31,196.81,Regular Air,6.45,1.34,Small Business,Office Supplies,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Wrap Bag,0.36
Low,36,260.13,Regular Air,6.48,8.19,Corporate,Office Supplies,Xerox 217,Small Box,0.37
Medium,35,2333.06,Express Air,67.28,19.99,Consumer,Office Supplies,Catalog Binders with Expanding Posts,Small Box,0.4
Not Specified,14,56.26,Express Air,2.89,0.5,Corporate,Office Supplies,Avery 498,Small Box,0.38
Not Specified,4,242.36,Regular Air,60.98,1.99,Corporate,Technology,Imation 5.2GB DVD-RAM,Small Pack,0.5
Not Specified,25,802.19,Regular Air,29.74,6.64,Corporate,Office Supplies,Acco Perma¢ç 2700 Stacking Storage Drawers,Small Box,0.7
Not Specified,4,63.52,Express Air,12.21,4.81,Corporate,Office Supplies,Portable Personal File Box,Small Box,0.58
Not Specified,26,6995.56,Regular Air,279.48,35,Small Business,Office Supplies,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Large Box,0.8
High,27,8213.37,Delivery Truck,284.98,69.55,Corporate,Furniture,Global Commerce¢â Series High-Back Swivel/Tilt Chairs,Jumbo Drum,0.6
High,32,109.01,Regular Air,3.58,1.63,Corporate,Office Supplies,"OIC Colored Binder Clips, Assorted Sizes",Wrap Bag,0.36
High,12,138.88,Regular Air,11.29,5.03,Corporate,Office Supplies,X-Rack¢â File for Hanging Folders,Small Box,0.59
Not Specified,33,332.95,Regular Air,9.65,6.22,Corporate,Furniture,"Eldon Expressions¢â Desk Accessory, Wood Pencil Holder, Oak",Small Box,0.55
Not Specified,13,371.94,Regular Air,29.14,4.86,Corporate,Office Supplies,"Snap-A-Way¢ç Black Print Carbonless Speed Message, No Reply Area, Duplicate",Wrap Bag,0.38
High,45,463.93,Regular Air,10.48,2.89,Home Office,Office Supplies,Staples Battery-Operated Desktop Pencil Sharpener,Small Pack,0.6
Not Specified,23,10791.38,Regular Air,499.99,24.49,Corporate,Technology,Sharp AL-1530CS Digital Copier,Large Box,0.36
Critical,31,226.15,Regular Air,7.08,2.35,Small Business,Office Supplies,SANFORD Major Accent¢â Highlighters,Wrap Bag,0.47
Critical,4,539.82,Regular Air,120.33,19.99,Small Business,Office Supplies,Iceberg Mobile Mega Data/Printer Cart ¢ç,Small Box,0.59
Critical,6,1029.8855,Express Air,205.99,8.99,Small Business,Technology,TimeportP7382,Small Box,0.56
Critical,17,267.58,Regular Air,15.16,15.09,Home Office,Office Supplies,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Small Box,0.39
Critical,18,92.77,Regular Air,4.91,3.05,Small Business,Furniture,Ultra Door Push Plate,Small Pack,0.52
Not Specified,20,4531.34,Delivery Truck,297.64,14.7,Small Business,Technology,Panasonic KX-P3200 Dot Matrix Printer,Jumbo Drum,0.57
Not Specified,44,574.5,Regular Air,12.99,14.37,Small Business,Furniture,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Large Box,0.73
Not Specified,18,262.94,Regular Air,14.42,6.75,Small Business,Office Supplies,Holmes Odor Grabber,Medium Box,0.52
Not Specified,29,138.17,Express Air,4.14,6.6,Small Business,Furniture,Eldon Image Series Black Desk Accessories,Small Box,0.49
Not Specified,18,216.87,Regular Air,11.34,5.01,Small Business,Office Supplies,Xerox 188,Small Box,0.36
Critical,19,50.99,Regular Air,2.78,1.34,Corporate,Office Supplies,Prang Drawing Pencil Set,Wrap Bag,0.45
Low,13,185.83,Regular Air,14.34,5,Small Business,Furniture,Nu-Dell Leatherette Frames,Small Pack,0.49
