name,time,driving,owner,location,engine,price
Royal Enfield Thunderbird,2015,22749,first owner,faridabad,19.8,76000
KTM RC 125CC,2019,3000,first owner,mumbai,14.5,175000
Royal Enfield Thunderbird,2018,8500,first owner,mumbai,19.8,150000
Yamaha YZF-R15,2017,19854,first owner,gurgaon,16,63000
Bajaj Avenger Cruise,2018,2700,first owner,ludhiana,19,71000
KTM RC,2016,15500,first owner,mumbai,42.3,155000
Royal Enfield Classic,2014,11600,first owner,jalandhar,19.8,105000
Bajaj Pulsar,2018,2055,first owner,delhi,17,73000
Yamaha FZ25,2017,13000,first owner,delhi,20.3,85000
Yamaha YZF-R15,2017,13000,first owner,delhi,16,99000
Hero Splendor plus,2018,9000,first owner,delhi,8.2,46000
Hero HF Deluxe,2017,19000,first owner,delhi,6.15,36000
Hero Passion Xpro,2017,13000,first owner,delhi,8,45500
Royal Enfield Classic,2017,24000,first owner,delhi,19.8,130000
Yamaha YZF-R15,2016,36226,first owner,faridabad,16,52000
Hero Passion Pro,2018,2780,first owner,delhi,8.2,52000
Bajaj Avenger Street,2016,24000,first owner,jaipur,14.3,60000
Bajaj Pulsar 220F,2016,56000,first owner,jaipur,21,65000
KTM Duke,2018,18700,first owner,bangalore,24.6,150000
KTM Duke,2018,17500,first owner,bangalore,24.6,160000
Royal Enfield Classic,2018,11000,first owner,mumbai,19.8,155000
Royal Enfield Classic,2018,8000,first owner,mumbai,19.8,165000
Royal Enfield Classic,2012,6465,first owner,delhi,19.8,85000
Bajaj CT 100,2019,11434,first owner,faridabad,8.1,35000
KTM Duke,2012,26545,first owner,delhi,25,63375
Bajaj Pulsar,2015,28435,first owner,delhi,21,56550
KTM RC,2015,7965,first owner,delhi,43,156000
Yamaha YZF-R15,2015,32542,first owner,bangalore,16,72000
Royal Enfield Thunderbird,2019,12485,first owner,bangalore,19.8,190000
Yamaha FZs,2013,19214,first owner,ludhiana,13,60000
Royal Enfield Classic,2014,65000,first owner,hyderabad,19.8,115000
KTM Duke,2018,18000,first owner,bangalore,24.6,145000
Royal Enfield Classic,2016,64000,first owner,mumbai,19.8,110000
Honda CBR 150R,2013,29099,first owner,pune,18.28,75000
Hero Karizma R,2009,20000,first owner,kanpur nagar,17,28000
Yamaha YZF-R15 2.0,2014,48000,first owner,guwahati,16.7,63300
Yamaha FZs,2013,40000,first owner,bangalore,13,44000
Royal Enfield Standard,2015,33033,first owner,bangalore,26.1,115000
Bajaj Pulsar,2017,30000,first owner,ahmedabad,17,58000
UM Renegade Sport,2017,16881,first owner,panvel,24.8,90000
Royal Enfield Thunderbird,2015,23000,first owner,bangalore,19.8,116700
Yamaha FZs,2011,82898,first owner,udaipur,13,30000
Bajaj Pulsar 135LS,2012,45000,first owner,haridwar,13,30000
Bajaj Avenger,2011,20000,first owner,noida,19,32000
Hero Splendor plus,2018,4000,first owner,delhi,8.2,47040
Hero Hunk,2014,28755,first owner,gurgaon,14,21000
KTM RC,2019,10000,first owner,delhi,25.1,168000
Bajaj Discover 125T,2014,21000,first owner,delhi,12.5,28130
Hero Passion Pro,2014,19000,first owner,ludhiana,8.2,34000
Hero Passion Pro,2009,36183,first owner,gurgaon,8.2,15000
Bajaj CT 100,2019,7329,first owner,gurgaon,8.1,37000
Royal Enfield Thunderbird,2013,14159,first owner,gurgaon,19.8,61000
Yamaha YZF-R15 2.0,2012,55000,first owner,chinchwad,16.7,52100
Suzuki Gixxer,2016,34000,first owner,chennai,14,48000
Royal Enfield Himalayan,2016,2000,first owner,navi mumbai,24.5,155000
Bajaj Pulsar ABS,2019,6460,first owner,hyderabad,21,101700
Royal Enfield Classic,2015,18200,first owner,ahmedabad,19.8,130000
Hyosung GT250R 2015,2015,12500,second owner,berhampur,28,170700
Royal Enfield Thunderbird,2017,2800,first owner,bhubaneshwar,27.2,181000
Royal Enfield Classic,2010,28000,third owner,delhi,27.2,100000
Hero Karizma R,2014,38000,first owner,hyderabad,17,40000
Hero Karizma R,2017,8514,second owner,gurgaon,17,58000
Bajaj Avenger,2013,30000,first owner,lucknow,19,45000
Royal Enfield Thunderbird,2015,40000,first owner,bangalore,19.8,100000
Harley-Davidson Street 750,2014,2400,first owner,delhi,47,300000
Suzuki Gixxer,2019,4463,first owner,delhi,14,110000
KTM Duke,2014,53000,first owner,mumbai,44,100000
KTM Duke,2015,25000,first owner,gurgaon,44,99999
Honda CB Trigger,2014,52000,first owner,gurgaon,14,35000
Benelli TNT 25,2018,14000,first owner,chennai,28.16,170000
Royal Enfield Classic,2018,9000,first owner,mumbai,19.8,175000
Yamaha Fazer25,2018,22000,first owner,delhi,20.3,80000
KTM RC,2016,13500,first owner,pune,42.3,175000
Yamaha FZs,2018,9900,first owner,mumbai,13,70000
KTM RC,2019,4500,first owner,delhi,25.1,170000
Bajaj Pulsar 220F,2016,39067,first owner,bangalore,21,66000
Bajaj Avenger,2012,39000,first owner,mumbai,19,30000
Royal Enfield Thunderbird,2015,15000,first owner,anand,19.8,125000
Hero HF Deluxe,2019,1300,first owner,pendra,8.2,53000
Suzuki Gixxer SF,2019,4000,first owner,mumbai,14.6,100000
Royal Enfield Thunderbird,2014,23000,first owner,mumbai,19.8,80000
Royal Enfield Thunderbird,2014,7483,first owner,mumbai,27.2,107000
Royal Enfield Thunderbird,2014,26000,first owner,mumbai,27.2,95000
Royal Enfield Classic,2015,19700,first owner,mumbai,19.8,95000
UM Renegade Sport,2019,5000,first owner,delhi,24.8,90000
Bajaj Avenger Street,2016,9430,first owner,faridabad,14.3,43000
Bajaj Pulsar NS200,2015,31957,fourth owner or more,jaipur,24.2,63000
Royal Enfield Classic,2015,30000,first owner,pune,27.2,129800
Hero Splendor Plus,2020,7000,first owner,ghaziabad,8.2,74000
Harley-Davidson Street 750,2017,21913,first owner,bangalore,47,450000
Royal Enfield Bullet,2015,10517,first owner,jammu,19.8,95000
Royal Enfield Standard,2016,12000,first owner,bangalore,26.1,90000
Suzuki Gixxer,2018,6400,first owner,mumbai,14,89999
Royal Enfield Bullet,2013,49000,first owner,indore,19.8,89600
Bajaj Discover 125M,2014,20000,first owner,ahmedabad,12.5,27000
Hero Super Splendor,2005,29305,first owner,ahmedabad,9,20000
Yamaha SZ RR,2016,27900,first owner,faridabad,12,38700
Yamaha YZF-R15,2015,18900,first owner,bangalore,16,85000
Royal Enfield Himalayan,2018,8100,first owner,mumbai,24.5,190000
Royal Enfield Classic,2017,25000,first owner,delhi,27.2,140000
Yamaha YZF-R15 2.0,2011,33000,first owner,lucknow,16.7,46000
Royal Enfield Machismo,2004,32000,first owner,bhatinda,18,45000
Royal Enfield Himalayan,2016,15064,first owner,gurgaon,24.5,119000
Hero Splendor Plus,2019,14028,first owner,delhi,8.2,41347
Royal Enfield Classic,2015,8000,first owner,delhi,27.2,118000
Bajaj Avenger Street,2015,21000,first owner,navi mumbai,14.3,48000
Hero Splendor Plus,2019,3121,first owner,delhi,8.2,48000
Hero Splendor Plus,2019,2800,first owner,palakkad,8.2,51300
Royal Enfield Bullet,2015,13000,first owner,bangalore,19.8,92700
KTM Duke,2017,21000,first owner,gurgaon,24.6,105000
KTM Duke,2019,1850,first owner,mumbai,42.9,256000
UM Renegade Commando,2018,4500,first owner,gwalior,24.8,165000
Hero Glamour,2007,75000,first owner,bangalore,8.9,20999
Bajaj Avenger,2011,45000,second owner,mumbai,19,28000
Royal Enfield Thunderbird,2014,30000,first owner,gurgaon,19.8,75000
Royal Enfield Thunderbird,2010,18000,first owner,gurgaon,19.8,63499
Royal Enfield Thunderbird,2017,15400,first owner,chennai,27.2,110000
Benelli TNT 899,2018,4500,first owner,delhi,119.37,700000
Bajaj Avenger,2015,7606,first owner,bhiwani,19,47500
Bajaj Avenger,2015,40000,first owner,mumbai,19,38000
Hero Ignitor Disc,2013,25757,first owner,mysore,11,27500
Bajaj Pulsar NS,2014,29324,first owner,faridabad,24.2,41000
Bajaj Pulsar AS150,2015,25000,first owner,delhi,16.8,48000
Royal Enfield Himalayan,2017,15700,first owner,lucknow,24.5,123700
Royal Enfield Bullet,2018,10000,first owner,hyderabad,19.8,140000
Kawasaki Ninja,2015,9400,first owner,thane,39,250000
KTM RC,2015,6200,first owner,ludhiana,25,141600
Royal Enfield Classic,2015,31254,first owner,faridabad,19.8,73000
Royal Enfield Classic,2015,17900,first owner,delhi,19.8,90000
Harley-Davidson Street Rod,2018,1800,first owner,amritsar,70,515000
Ducati XDiavel 1262CC,2017,7000,first owner,alibag,153.8,1500000
Royal Enfield Bullet,2016,7000,first owner,lucknow,19.8,120000
Hero Karizma ZMR,2010,28700,first owner,ambala,20,30000
KTM Duke,2017,15000,first owner,dahod,24.6,117700
Harley-Davidson Superlow 2013,2013,17000,first owner,bangalore,50,385000
Royal Enfield Classic,2017,10300,first owner,pune,19.8,125000
Royal Enfield Electra,2017,27000,first owner,pune,19.8,125000
Royal Enfield Classic,2019,1800,first owner,bardhaman,19.8,150000
Royal Enfield Thunderbird,2013,9100,first owner,bangalore,19.8,115000
Harley-Davidson Street 750,2017,22000,first owner,thane,47,386000
KTM Duke,2017,25000,second owner,mumbai,42.9,160000
Suzuki Gixxer,2016,19000,first owner,chennai,14,51000
Suzuki Gixxer SF,2016,18000,second owner,chennai,14.6,45602
TVS Apache RR310,2018,15000,first owner,noida,33,160000
Bajaj V15,2017,32400,first owner,kolkata,11.8,46500
Hyosung GT250R 2016,2016,21000,first owner,thane,28,185000
Harley-Davidson Forty Eight,2017,8500,second owner,lucknow,60,700000
Hero CBZ Xtreme,2011,40300,second owner,vadodara,14.4,19000
Bajaj Avenger Street,2016,58000,first owner,jaipur,19,42000
Bajaj Pulsar,2010,44000,first owner,noida,15,25000
Honda CB Trigger,2014,24000,second owner,24 pargana,14,36000
Kawasaki Z650 2020,2020,9700,first owner,mumbai,67.2,600000
Kawasaki Z650 2018,2018,9000,first owner,mumbai,67.2,520000
Hero Passion Pro,2015,11800,first owner,ahmedabad,8.2,33500
Hero Karizma ZMR,2013,50000,first owner,delhi,20,33000
Bajaj Pulsar,2010,60000,first owner,hyderabad,15,34000
Hero Passion Pro,2011,34000,first owner,gurgaon,8.2,22000
Hero Splendor+ 100cc,2013,25000,first owner,bahadurpur,8.2,20000
KTM RC,2015,23470,third owner,pune,43,95000
KTM RC,2017,1900,first owner,delhi,42.3,23000
Royal Enfield Thunderbird,2015,30000,second owner,thane,19.8,75000
KTM Duke,2017,350,first owner,mumbai,42.9,235000
Bajaj V15,2016,9581,first owner,delhi,11.8,30000
Bajaj V15,2017,27836,first owner,delhi,11.8,33000
Harley-Davidson Street 750,2014,12000,first owner,delhi,47,340000
Royal Enfield Classic,2016,12000,first owner,chennai,19.8,120000
Royal Enfield Classic,2016,14640,first owner,ludhiana,19.8,117000
Mahindra Mojo,2016,10673,second owner,mumbai,26.45,101000
Hero Splendor plus,2017,10000,first owner,delhi,8.2,38000
Hero Splendor Plus,2017,22000,first owner,delhi,8.2,43500
Harley-Davidson Superlow 2014,2014,18000,second owner,pune,50,475000
Bajaj Avenger Street,2016,34000,first owner,delhi,19,58000
UM Renegade Commando,2017,8400,first owner,dehradun,24.8,120000
Yamaha FZS FI,2018,13000,first owner,surat,12.9,75000
Royal Enfield Thunderbird,2009,54000,first owner,faridabad,19.8,35000
KTM RC,2015,10500,first owner,mumbai,25,120000
Yamaha YZF-R15,2014,3500,first owner,katni,16,82000
Royal Enfield Classic,2011,9500,first owner,bangalore,27.2,100000
Hero Splendor NXG,2011,50000,first owner,katni,7,19500
Hero Passion Pro,2017,20050,first owner,delhi,8.2,41000
Honda CBR 250R,2011,99762,second owner,mumbai,26.15,48000
Hero Xtreme 200R,2019,1112,first owner,faridabad,18.1,66000
Yamaha YZF-R3,2015,36000,first owner,port blair,41.4,220000
Hero Xtreme,2016,6000,first owner,chandigarh,14.2,52000
Yamaha YZF-R15 S,2016,26000,first owner,hyderabad,16,70700
Hero CBZ Xtreme,2009,45000,first owner,ahmedabad,14.4,12000
Bajaj Discover,2006,74404,first owner,delhi,12.5,17000
Hero Splendor Pro,2011,19808,first owner,faridabad,8.2,19000
Hero Karizma R,2015,27176,second owner,hyderabad,17,32000
Hero Xtreme,2013,42500,first owner,lucknow,14.2,35000
Ducati Panigale 959,2019,1300,first owner,delhi,154.85,1475000
Yamaha YZF-R15,2013,18166,first owner,delhi,16,44000
Hero Passion Xpro,2016,5000,first owner,delhi,6.72,48015
Hero Xtreme Sports,2016,28200,first owner,hajipur,15.6,45000
Royal Enfield Classic,2015,12233,first owner,bangalore,27.2,95000
Royal Enfield Thunderbird,2015,10000,first owner,kolkata,19.8,106000
Hero Splendor Plus,2019,6500,first owner,nashik,8.2,75000
Yamaha FZs,2011,13580,first owner,delhi,13,23000
Yamaha FZs,2014,65000,first owner,nadiad,13,31200
TVS Sport KS,2018,8000,first owner,delhi,7.4,30000
Hero Super Splendor,2015,12580,first owner,delhi,9,27000
Benelli TNT 300,2015,21000,first owner,kolkata,37.73,210000
Bajaj Discover 100T,2013,35000,first owner,siwan,8.51,23000
Yamaha YZF-R15,2013,69500,first owner,bangalore,16,70000
Bajaj CT 100,2018,20334,first owner,gurgaon,8.1,35000
Bajaj CT 100,2018,16500,first owner,gurgaon,8.1,35000
Bajaj CT 100,2019,9000,first owner,gurgaon,8.1,38000
Bajaj Avenger Cruise,2017,12000,first owner,gurgaon,19,70000
Hero Super Splendor,2014,25000,first owner,delhi,9,35000
Bajaj CT 100,2018,23221,first owner,gurgaon,8.1,35000
Bajaj CT 100,2018,14949,first owner,gurgaon,8.1,35000
Bajaj CT 100,2018,24233,first owner,gurgaon,8.1,30000
Royal Enfield Bullet,2018,6850,first owner,rohtak,26.1,135000
Royal Enfield Classic,2016,32000,first owner,kurukshetra,19.8,102300
Hero HF Deluxe,2019,4544,first owner,faridabad,8.1,41000
KTM Duke,2016,13000,first owner,chinsurah,24.6,75000
KTM Duke,2013,10000,first owner,mumbai,25,69999
Royal Enfield Classic,2019,5977,first owner,bangalore,19.8,175000
Royal Enfield Himalayan,2016,4975,first owner,pune,24.5,105000
KTM RC,2016,35230,first owner,bahadurgarh,25.1,100000
Hyosung GT250R 2018,2018,4200,first owner,bangalore,28,330000
Bajaj Avenger Street,2015,29900,first owner,bangalore,14.3,41300
Hyosung GT250R 2016,2016,7500,first owner,pune,28,167130
Hero Achiever,2018,1999,first owner,bangalore,13,42000
Hero HF Deluxe,2016,80000,first owner,dungarpur,7.7,55000
Royal Enfield Classic,2018,7500,first owner,bangalore,19.8,176000
Bajaj Pulsar,2016,22000,second owner,delhi,17,48500
Harley-Davidson Sportster 883,2013,25000,second owner,delhi,50,340000
Hero HF Deluxe,2019,20000,first owner,kanpur,8.2,43500
Royal Enfield??Bullet,1990,35000,second owner,mathura,19.8,45000
Honda CBR 150R,2012,42000,first owner,indore,18.28,42000
Bajaj Discover,2007,34163,first owner,bangalore,12.5,25000
Harley-Davidson Iron 883,2014,6700,third owner,goa-panaji,50,550000
Bajaj CT 100,2018,8250,first owner,noida,8.1,30000
Bajaj  Pulsar,2011,620010,third owner,kolkata,17,28000
Hero Passion Pro,2015,23000,first owner,ahmedabad,8.2,34500
Hero Passion Pro,2016,3000,first owner,tiruvallur,8.2,35242
Bajaj Pulsar 135LS,2012,4479,second owner,virar,13,20000
Yamaha YZF-R15 2.0,2014,45000,first owner,ahmedabad,16.7,50000
Bajaj Avenger Street,2016,28000,first owner,rohtak,14.3,65000
Hero Passion Pro,2014,23430,first owner,jaipur,8.2,35000
TVS Star City,2017,17000,first owner,gurgaon,8.2,31000
Royal Enfield Classic,2015,21820,first owner,chennai,19.8,85000
Bajaj Pulsar,2018,18626,first owner,bangalore,21,85000
Yamaha Gladiator,2009,70000,second owner,ahmedabad,10.8,9400
Royal Enfield Thunderbird,2014,49000,second owner,bangalore,19.8,83000
Hero CD Deluxe,2012,84000,first owner,bhiwani,7.7,20000
Bajaj V15,2016,9100,first owner,pune,11.8,48000
Suzuki Gixxer SF,2016,16600,first owner,pune,14.6,66700
Royal Enfield Classic,2012,13700,first owner,delhi,27.2,96100
Hero Super Splendor,2005,20000,first owner,gurgaon,9,10000
Hero Passion Pro,2016,45000,first owner,hyderabad,8.2,57000
KTM Duke,2017,10111,first owner,raipur,42.9,170000
Bajaj V12,2017,3300,first owner,delhi,12,50000
Royal Enfield Classic,2014,75000,first owner,jaipur,19.8,140000
Yamaha FZs,2017,15100,first owner,bangalore,13,69999
Bajaj Pulsar 220F,2016,22000,first owner,bangalore,21,68000
TVS Star City,2018,20000,first owner,bangalore,8.2,49999
Royal Enfield Continental,2016,17000,first owner,pune,29.1,161300
Royal Enfield Classic,2018,14000,first owner,kalyan,19.8,130000
Yamaha FZs,2011,12900,first owner,bangalore,13,34100
Harley-Davidson Street 750,2015,4378,second owner,thane,47,325000
Suzuki Gixxer,2018,5300,first owner,indore,14,78000
Hero Splendor Plus,2010,29000,first owner,gurgaon,8.2,23000
Hyosung GT650R 2016,2016,2500,first owner,ranchi,72.68,350000
Kawasaki Ninja,2020,230,first owner,bhubaneshwar,67.2,600000
Yamaha FZs,2014,23957,second owner,bangalore,13,47000
Royal Enfield Bullet,2008,8500,first owner,lucknow,19.8,78000
Royal Enfield Thunderbird,2017,6000,first owner,pune,27.2,195000
Bajaj V15,2017,9000,first owner,faridabad,11.8,51000
Ducati Monster 797,2017,6985,first owner,howrah,75,590000
Hero Splendor Plus,2019,17890,first owner,jaipur,8.2,55000
Royal Enfield Thunderbird,2016,30000,first owner,goa-panaji,19.8,125000
Kawasaki Ninja,2013,22000,first owner,mumbai,67.2,275000
Hero Splendor,2008,80000,first owner,durg,6.15,20000
Yamaha YZF-R15,2012,35255,first owner,bangalore,16,57000
Royal Enfield Classic,2021,7200,first owner,gurgaon,19.1,195400
Bajaj V12,2017,20400,first owner,rohtak,10.6,35740
Yamaha YZF-R15 2.0,2017,15300,first owner,mumbai,16.7,985625
KTM RC,2015,19073,first owner,pune,25,93000
Hero Splendor Plus,2019,16057,first owner,bangalore,8.2,72000
Hero Hunk,2017,69787,first owner,kolkata,14,36558
Aprilia RSV4 R,2014,15000,first owner,kanchipuram,181.44,1100000
Hero HF Deluxe,2019,35000,first owner,samastipur,8.2,60000
Bajaj CT 100,2019,5922,first owner,faridabad,8.1,31000
Hero Passion Pro,2017,8000,first owner,tiruvallur,8.2,37204
Bajaj Avenger Street,2018,25000,first owner,nellore,15.3,71000
KTM Duke,2018,4370,first owner,bangalore,24.6,150000
Bajaj Discover,2005,26527,first owner,bangalore,8.51,19000
Bajaj Avenger Cruise,2017,12500,first owner,bangalore,19,70000
Triumph Thunderbird LT,2018,2300,first owner,pune,93,1450000
Royal Enfield Himalayan,2016,13268,first owner,gurgaon,24.5,100000
Triumph Thruxton R,2016,9000,first owner,bangalore,96,1050000
Kawasaki Z1000 2014,2014,15000,first owner,bangalore,139,1000000
Yamaha YZF-R1M,2019,3,first owner,mumbai,197,900000
Hero Splendor Plus,2011,26886,first owner,gurgaon,8.2,17000
Harley-Davidson Street 750,2015,27000,first owner,bangalore,47,389100
Harley-Davidson Street 750,2015,8100,first owner,bangalore,47,389100
Hero Honda Splendor,2011,70000,second owner,jodhpur,6.15,21000
Royal Enfield Himalayan,2017,19829,first owner,noida,24.5,105000
Hyosung Aquila Pro,2013,5500,first owner,ahmednagar,74,325000
Hero Splendor NXG,2011,26000,first owner,bangalore,7,20000
Benelli TNT 300,2017,11000,first owner,bhubaneshwar,37.73,260000
Bajaj Pulsar,2010,7000,first owner,jaipur,15,19600
Yamaha YZF-R15 2.0,2015,12500,first owner,kolkata,16.7,75000
Royal Enfield Thunderbird,2015,19000,first owner,betul,19.8,99000
Royal Enfield Bullet,2015,12000,second owner,jabalpur,26.1,115000
Honda CBR 150R,2014,23800,first owner,jammu,18.28,75500
Royal Enfield Thunderbird,2013,13000,first owner,mumbai,19.8,89000
Royal Enfield Thunderbird,2016,22800,first owner,chennai,19.8,112100
Suzuki Gixxer,2015,6500,first owner,virar,14,43800
Yamaha YZF-R15 S,2016,28000,first owner,ludhiana,16,90500
Bajaj Avenger Street,2017,7000,first owner,karim nagar,14.3,70400
Bajaj Pulsar 220F,2014,41000,first owner,delhi,21,61000
